,used,exhausted,rounds
802,1.0,1.0,[72]
2843,0.0,0.0,[]
209,4.0,1.0,"[25, 111, 123, 131]"
2763,2.0,1.0,"[77, 78]"
2106,2.0,1.0,"[68, 92]"
2176,1.0,1.0,[90]
2651,0.0,0.0,[]
1470,0.0,0.0,[]
1132,0.0,0.0,[]
2058,0.0,0.0,[]
1025,0.0,0.0,[]
3205,2.0,1.0,"[28, 29]"
2658,2.0,1.0,"[134, 135]"
2155,1.0,0.0,[135]
1193,0.0,0.0,[]
221,0.0,0.0,[]
285,1.0,1.0,[37]
3119,0.0,0.0,[]
3143,0.0,0.0,[]
2791,3.0,1.0,"[59, 63, 64]"
1893,1.0,1.0,[163]
2994,0.0,0.0,[]
219,1.0,1.0,[156]
1393,1.0,1.0,[98]
1951,0.0,0.0,[]
427,1.0,1.0,[8]
1593,0.0,0.0,[]
2757,0.0,0.0,[]
1954,0.0,0.0,[]
2567,0.0,0.0,[]
1837,2.0,1.0,"[54, 68]"
1318,2.0,1.0,"[144, 145]"
2343,1.0,1.0,[129]
3090,5.0,1.0,"[31, 32, 33, 34, 35]"
2592,0.0,0.0,[]
1474,0.0,0.0,[]
3112,0.0,0.0,[]
1199,1.0,1.0,[119]
1628,0.0,0.0,[]
2323,0.0,0.0,[]
719,2.0,1.0,"[89, 90]"
2140,1.0,1.0,[113]
1640,1.0,1.0,[91]
1275,0.0,0.0,[]
1281,0.0,0.0,[]
1329,0.0,0.0,[]
52,1.0,1.0,[98]
1878,0.0,0.0,[]
3139,1.0,1.0,[122]
2000,1.0,1.0,[88]
2216,1.0,1.0,[141]
2003,0.0,0.0,[]
2638,0.0,0.0,[]
254,0.0,0.0,[]
2659,0.0,0.0,[]
334,1.0,1.0,[3]
1214,0.0,0.0,[]
1405,0.0,0.0,[]
2049,0.0,0.0,[]
30,1.0,1.0,[11]
1223,2.0,1.0,"[44, 142]"
1279,1.0,1.0,[48]
887,1.0,1.0,[18]
2822,1.0,1.0,[156]
908,1.0,1.0,[110]
2620,0.0,0.0,[]
2526,0.0,0.0,[]
2274,0.0,0.0,[]
1901,2.0,1.0,"[7, 16]"
3726,0.0,0.0,[]
3260,0.0,0.0,[]
3472,0.0,0.0,[]
1143,0.0,0.0,[]
913,1.0,1.0,[120]
1730,2.0,1.0,"[37, 90]"
2965,3.0,1.0,"[158, 159, 160]"
915,0.0,0.0,[]
2231,3.0,1.0,"[140, 143, 145]"
1700,3.0,1.0,"[112, 130, 132]"
3138,2.0,1.0,"[52, 53]"
1689,0.0,0.0,[]
3593,0.0,0.0,[]
2011,3.0,1.0,"[80, 82, 83]"
1714,0.0,0.0,[]
1627,1.0,1.0,[99]
872,0.0,0.0,[]
69,0.0,0.0,[]
402,0.0,0.0,[]
1028,1.0,1.0,[20]
3564,3.0,1.0,"[150, 151, 152]"
2204,0.0,0.0,[]
2824,1.0,0.0,[143]
3188,1.0,1.0,[109]
2230,0.0,0.0,[]
1133,0.0,0.0,[]
1734,1.0,1.0,[124]
466,3.0,0.0,"[146, 153, 162]"
2623,0.0,0.0,[]
762,0.0,0.0,[]
3619,0.0,0.0,[]
211,2.0,1.0,"[11, 49]"
320,2.0,1.0,"[11, 144]"
526,0.0,0.0,[]
3652,0.0,0.0,[]
2819,2.0,1.0,"[36, 43]"
1224,1.0,1.0,[87]
71,2.0,1.0,"[3, 5]"
3641,1.0,0.0,[60]
3415,1.0,1.0,[117]
2588,2.0,1.0,"[159, 160]"
1743,0.0,0.0,[]
2610,0.0,0.0,[]
1005,2.0,1.0,"[39, 47]"
1454,0.0,0.0,[]
799,2.0,1.0,"[35, 52]"
678,0.0,0.0,[]
1175,4.0,1.0,"[40, 50, 51, 52]"
1891,0.0,0.0,[]
1301,0.0,0.0,[]
818,4.0,1.0,"[111, 120, 131, 133]"
2279,1.0,1.0,[53]
2559,0.0,0.0,[]
3199,2.0,1.0,"[9, 10]"
1090,0.0,0.0,[]
1418,0.0,0.0,[]
3716,1.0,1.0,[163]
764,0.0,0.0,[]
1480,0.0,0.0,[]
3311,2.0,1.0,"[124, 128]"
3573,0.0,0.0,[]
2694,1.0,1.0,[156]
1000,0.0,0.0,[]
1879,2.0,1.0,"[152, 157]"
1663,2.0,1.0,"[20, 26]"
459,1.0,0.0,[156]
1118,0.0,0.0,[]
886,0.0,0.0,[]
283,0.0,0.0,[]
1718,0.0,0.0,[]
2951,4.0,1.0,"[50, 51, 52, 53]"
783,0.0,0.0,[]
181,2.0,1.0,"[7, 11]"
1681,1.0,0.0,[122]
3238,4.0,1.0,"[65, 66, 67, 68]"
113,0.0,0.0,[]
3266,3.0,1.0,"[23, 33, 34]"
349,3.0,1.0,"[38, 39, 41]"
3534,2.0,1.0,"[100, 101]"
3193,0.0,0.0,[]
1742,3.0,1.0,"[158, 159, 161]"
78,2.0,1.0,"[33, 38]"
2225,1.0,1.0,[85]
1140,3.0,1.0,"[24, 25, 26]"
3544,1.0,1.0,[74]
825,0.0,0.0,[]
3570,1.0,1.0,[116]
2748,2.0,1.0,"[105, 106]"
3154,1.0,1.0,[14]
629,0.0,0.0,[]
3080,2.0,1.0,"[27, 28]"
2308,0.0,0.0,[]
1523,0.0,0.0,[]
2972,1.0,1.0,[88]
2821,0.0,0.0,[]
2886,0.0,0.0,[]
3044,3.0,1.0,"[95, 99, 100]"
2447,0.0,0.0,[]
2296,3.0,1.0,"[92, 94, 95]"
1923,0.0,0.0,[]
2188,3.0,1.0,"[56, 67, 68]"
1834,1.0,1.0,[113]
3128,0.0,0.0,[]
408,1.0,1.0,[5]
2839,2.0,1.0,"[78, 89]"
2851,0.0,0.0,[]
798,0.0,0.0,[]
1986,1.0,1.0,[34]
1265,2.0,1.0,"[20, 24]"
650,0.0,0.0,[]
2702,2.0,1.0,"[27, 28]"
3418,0.0,0.0,[]
2034,1.0,1.0,[46]
412,2.0,1.0,"[1, 5]"
1632,1.0,1.0,[121]
1413,0.0,0.0,[]
2217,0.0,0.0,[]
641,1.0,0.0,[105]
613,2.0,1.0,"[67, 111]"
2386,2.0,1.0,"[160, 161]"
31,1.0,1.0,[1]
932,0.0,0.0,[]
2331,1.0,0.0,[69]
3379,0.0,0.0,[]
3383,0.0,0.0,[]
517,0.0,0.0,[]
1558,2.0,1.0,"[18, 24]"
515,1.0,1.0,[94]
1492,0.0,0.0,[]
3278,0.0,0.0,[]
1981,4.0,1.0,"[28, 29, 30, 31]"
1342,1.0,1.0,[106]
3617,1.0,1.0,[60]
3037,0.0,0.0,[]
3727,0.0,0.0,[]
2729,1.0,1.0,[69]
79,2.0,1.0,"[59, 62]"
871,0.0,0.0,[]
2092,0.0,0.0,[]
3680,1.0,1.0,[46]
1159,1.0,1.0,[157]
1307,0.0,0.0,[]
1638,1.0,0.0,[88]
3706,2.0,1.0,"[124, 140]"
3015,0.0,0.0,[]
10,1.0,1.0,[108]
2724,0.0,0.0,[]
3622,2.0,1.0,"[99, 122]"
2375,1.0,1.0,[38]
2673,1.0,1.0,[72]
44,0.0,0.0,[]
3580,1.0,1.0,[36]
732,1.0,0.0,[163]
1442,1.0,0.0,[138]
910,1.0,1.0,[34]
2844,1.0,1.0,[134]
1158,1.0,1.0,[83]
1323,0.0,0.0,[]
