,fold0_variance,fold0_old_variance,fold0_random,fold0_uncertainty,fold0_old_uncertainty
123,"[323, 467, 3348, 1231, 1121, 2702, 867, 159, 281, 1029, 251, 1415, 3076, 1267, 498, 1278, 1012, 1433, 3121, 98, 2867, 298, 2664, 249, 2869, 1961, 969, 3621, 789, 1255, 3329, 3364, 2676, 305, 2021, 2628]","[1961, 220, 3725, 512, 1221, 3176, 1002, 281, 2036, 526, 403, 2318, 3014, 387, 2232, 274, 1279, 3694, 499, 2252, 2067, 442, 3530, 1920, 1472, 1701, 1169, 612, 1671, 1210, 1284, 2840, 2045, 1608, 2339, 1423]","[363, 3105, 3740, 1050, 394, 1893, 3010, 3077, 3141, 1525, 1111, 1327, 8, 1328, 2546, 3177, 3417, 3170, 2563, 2618, 3494, 748, 843, 2973, 1090, 2043, 175, 970, 1205, 113, 1493, 1194, 3258, 1676, 2655, 524]","[2298, 511, 305, 1917, 1372, 1012, 2110, 815, 526, 3563, 700, 1414, 368, 3515, 883, 213, 1492, 792, 3482, 1179, 2017, 1095, 664, 2809, 1558, 143, 344, 1117, 683, 295, 1437, 1142, 212, 52, 266, 367]","[2743, 68, 2528, 2337, 1095, 2081, 1410, 2765, 1598, 1997, 2628, 1912, 3641, 2544, 789, 2728, 2405, 518, 1594, 600, 3329, 2103, 2644, 1721, 3015, 529, 1862, 3222, 1845, 1875, 2366, 3240, 271, 498, 2218, 3019]"
124,"[467, 867, 323, 3500, 1307, 1554, 2771, 1318, 3144, 298, 263, 281, 1637, 1146, 128, 687, 1708, 668, 230, 502, 1029, 344, 683, 1737, 1006, 2896, 112, 967, 159, 2867, 2527, 2351, 1014, 2323, 566, 92]","[1961, 512, 3014, 220, 3096, 1411, 3709, 1181, 3555, 3476, 1560, 2587, 499, 1472, 1220, 526, 403, 773, 2782, 1307, 2424, 3411, 3085, 985, 1433, 3128, 1060, 489, 2025, 274, 1417, 778, 647, 289, 1260, 2472]","[858, 3162, 3740, 2645, 697, 202, 3638, 3181, 119, 3325, 3344, 227, 1457, 3177, 2605, 1849, 3417, 2604, 282, 3278, 2056, 2942, 944, 2278, 1090, 300, 40, 11, 2847, 605, 2858, 1604, 2595, 1908, 1868, 1971]","[1012, 511, 1372, 526, 1553, 143, 3346, 1095, 1106, 714, 2296, 2753, 499, 1592, 267, 260, 305, 961, 1775, 67, 507, 1989, 1339, 3579, 1002, 48, 86, 212, 3456, 781, 1047, 815, 368, 3636, 1605, 527]","[1410, 529, 68, 2528, 2103, 2337, 1598, 2081, 2544, 2765, 789, 2628, 1330, 2644, 2462, 857, 1095, 3276, 2743, 1026, 2405, 2218, 39, 1398, 3082, 3574, 815, 767, 1721, 3346, 468, 2458, 2505, 3015, 2016, 1138]"
125,"[323, 118, 1029, 1231, 1179, 3021, 467, 298, 729, 263, 3458, 3399, 3010, 498, 92, 251, 864, 1014, 477, 1146, 1883, 154, 1214, 159, 1318, 363, 598, 1264, 2588, 1429, 1567, 618, 2594, 368, 852, 338]","[1961, 400, 1659, 1307, 773, 499, 281, 2782, 2054, 123, 3694, 1715, 3678, 439, 220, 512, 403, 683, 218, 1853, 1717, 3085, 2009, 2448, 2042, 92, 3579, 10, 1567, 3718, 1953, 718, 1128, 467, 1417, 1809]","[873, 3217, 2580, 1330, 2254, 687, 1025, 3667, 2154, 214, 1386, 2813, 3500, 3664, 733, 509, 3532, 497, 3447, 1776, 2888, 848, 1375, 3136, 3037, 2656, 2585, 457, 1243, 3133, 952, 1784, 1976, 3083, 2963, 3619]","[511, 1372, 305, 368, 1012, 1553, 1106, 1095, 13, 2626, 1002, 499, 217, 109, 683, 3430, 2869, 1693, 3722, 1437, 260, 2776, 153, 1142, 123, 1660, 1153, 1961, 3579, 2862, 2028, 1800, 1194, 2596, 3081, 487]","[2765, 1095, 2544, 2215, 77, 2528, 2337, 2081, 3574, 2757, 1410, 529, 404, 2462, 1997, 3343, 2169, 3082, 3644, 21, 1700, 815, 1598, 2505, 1761, 2276, 1330, 3311, 3335, 2419, 839, 3017, 2644, 2107, 3276, 2016]"
126,"[467, 3518, 40, 2700, 612, 263, 1694, 1314, 867, 636, 2334, 2557, 323, 1364, 1179, 118, 3551, 2732, 251, 1307, 1029, 344, 992, 3188, 1960, 3449, 498, 668, 593, 2896, 1607, 1238, 1134, 800, 659, 1837]","[499, 2587, 3096, 1961, 403, 1291, 466, 391, 2902, 683, 657, 467, 409, 820, 2528, 718, 1058, 3203, 2045, 1022, 1411, 220, 289, 904, 1430, 1619, 2054, 218, 1002, 1691, 400, 1953, 2914, 1433, 1127, 3128]","[569, 3421, 2580, 3501, 2687, 1917, 1137, 3291, 2804, 2573, 381, 2174, 1738, 3664, 1650, 509, 3532, 1392, 2931, 3103, 3757, 1317, 3505, 3136, 3037, 2979, 968, 403, 1243, 991, 1795, 1326, 47, 2761, 1529, 1053]","[1106, 1372, 1553, 347, 2869, 683, 368, 1095, 291, 67, 511, 2731, 1483, 1437, 1142, 1599, 740, 1613, 48, 1565, 1833, 499, 1072, 1594, 974, 1376, 260, 1327, 3644, 2550, 3438, 815, 1884, 1166, 2679, 143]","[1756, 1158, 2241, 2644, 2337, 529, 3276, 1997, 2462, 2544, 468, 3644, 3011, 673, 2895, 3750, 815, 348, 119, 1549, 1598, 1095, 3240, 3574, 3017, 789, 1407, 2419, 2067, 3643, 2539, 2169, 2260, 217, 3641, 21]"
127,"[889, 1134, 263, 1489, 579, 467, 867, 107, 118, 1259, 683, 323, 1358, 2174, 351, 724, 954, 321, 3420, 709, 2240, 575, 238, 687, 3683, 1271, 3754, 2366, 3661, 52, 498, 664, 2595, 581, 1470, 1524]","[499, 1002, 400, 220, 2587, 123, 391, 657, 1430, 10, 1472, 1225, 1954, 2463, 387, 3694, 1411, 773, 467, 2446, 1588, 1961, 3024, 2484, 1953, 1654, 1683, 1491, 2700, 3076, 3203, 2948, 1619, 3648, 3638, 1084]","[3395, 3175, 2580, 271, 3706, 3208, 55, 1960, 2695, 1573, 2974, 2568, 3350, 509, 3007, 1647, 3703, 1293, 1437, 368, 3696, 602, 2058, 2799, 3037, 3719, 3141, 3399, 3607, 1300, 1829, 392, 747, 242, 3632, 1108]","[1372, 2869, 1106, 1031, 48, 1565, 1553, 526, 582, 368, 1437, 347, 922, 344, 1410, 1095, 74, 1179, 1002, 683, 3276, 411, 538, 897, 153, 1943, 1670, 883, 1166, 511, 2635, 1487, 1989, 923, 109, 756]","[815, 2337, 2644, 789, 2462, 3240, 1345, 3603, 3276, 856, 529, 1598, 3517, 2366, 2260, 1761, 590, 328, 1997, 673, 1407, 2895, 606, 1923, 2544, 2096, 1095, 1252, 1756, 267, 2380, 21, 3574, 2504, 98, 119]"
128,"[321, 92, 281, 1231, 683, 1797, 462, 3517, 1842, 2183, 1888, 1598, 867, 263, 2129, 985, 2870, 34, 820, 598, 962, 450, 687, 723, 2231, 758, 1275, 969, 467, 895, 1495, 198, 2195, 2260, 22, 217]","[1002, 2036, 1084, 1999, 3725, 778, 23, 338, 465, 3694, 2217, 2068, 867, 2595, 2361, 2362, 220, 1997, 2318, 2017, 1560, 439, 985, 1048, 3657, 2587, 2054, 666, 467, 3678, 1130, 2047, 2840, 2899, 1127, 3530]","[1571, 2361, 2087, 423, 2919, 1510, 2411, 861, 776, 3183, 1511, 3230, 1370, 1647, 856, 2442, 2095, 103, 1999, 3414, 450, 1117, 3524, 498, 1359, 2091, 2526, 520, 3394, 2777, 606, 2567, 2371, 1452, 1262, 452]","[1179, 511, 143, 1372, 1106, 1002, 1565, 969, 520, 2239, 1742, 837, 499, 221, 123, 889, 1487, 48, 1731, 822, 2292, 648, 2172, 746, 883, 316, 234, 2516, 1149, 380, 1345, 1437, 148, 582, 1332, 912]","[1598, 336, 2380, 21, 926, 1124, 3276, 1567, 2260, 2337, 1188, 529, 3411, 359, 1883, 856, 333, 1095, 2366, 3368, 1629, 3015, 1756, 2462, 3482, 2644, 1531, 3517, 328, 961, 1456, 119, 1345, 1510, 590, 1931]"
129,"[1231, 867, 1296, 118, 281, 2423, 1593, 467, 159, 612, 683, 34, 752, 849, 2724, 107, 3706, 1006, 820, 1470, 366, 1043, 1245, 1911, 2448, 1275, 321, 579, 1565, 1888, 1503, 1615, 1511, 251, 92, 912]","[683, 3678, 1953, 123, 1999, 2511, 1445, 1446, 1002, 458, 1220, 2061, 3203, 23, 2361, 800, 3076, 3725, 3128, 3555, 3404, 3476, 1870, 220, 2994, 2036, 3190, 1039, 1665, 1230, 1833, 3185, 3052, 2781, 2587, 401]","[3518, 1635, 2087, 894, 3521, 1708, 159, 1865, 83, 759, 468, 3112, 697, 2442, 2098, 2987, 182, 2932, 453, 1267, 2299, 3527, 21, 2490, 1359, 871, 770, 3641, 1019, 3560, 296, 2854, 2385, 1421, 1431, 108]","[1106, 511, 1179, 484, 48, 526, 143, 109, 1565, 13, 1002, 380, 2239, 1095, 1553, 1946, 2085, 968, 1142, 347, 493, 969, 167, 2641, 610, 1520, 1971, 2107, 3297, 3540, 1437, 596, 3409, 1410, 1576, 2809]","[1598, 348, 1018, 1124, 3517, 1456, 368, 2260, 926, 1528, 2054, 1198, 529, 856, 1567, 864, 1366, 3574, 3677, 1072, 3482, 1510, 2644, 1173, 3673, 119, 1729, 336, 789, 3750, 1643, 3603, 1034, 3644, 55, 39]"
130,"[934, 712, 1126, 1231, 1936, 1684, 3169, 464, 1759, 1981, 3725, 3448, 2147, 1122, 1604, 1048, 2042, 744, 789, 2839, 52, 76, 1995, 889, 1638, 968, 938, 3531, 969, 3456, 1060, 2605, 2440, 1503, 2708, 3301]","[1002, 3192, 683, 1445, 92, 220, 458, 1936, 1878, 1961, 1039, 1449, 151, 62, 2283, 3678, 2362, 3203, 3037, 2186, 455, 2005, 662, 1307, 2575, 157, 3273, 2446, 1026, 387, 1703, 1220, 2144, 467, 2054, 2628]","[3449, 3286, 2087, 3198, 2622, 1977, 1568, 2308, 3569, 2493, 3443, 163, 588, 250, 2257, 949, 182, 2909, 259, 1962, 2223, 1062, 921, 828, 1359, 644, 2804, 3558, 3087, 263, 1227, 325, 1609, 388, 3693, 2407]","[1002, 511, 1179, 683, 1565, 1142, 48, 1511, 109, 526, 1070, 123, 2047, 620, 1353, 3224, 2706, 1437, 610, 380, 2378, 3306, 815, 1670, 3633, 968, 493, 3473, 912, 1568, 883, 2726, 798, 1553, 13, 2298]","[3597, 2260, 3394, 2359, 1997, 1528, 3651, 1124, 3094, 2152, 368, 3677, 1846, 348, 2446, 968, 1598, 55, 21, 2266, 325, 529, 3482, 1198, 926, 2366, 864, 518, 196, 167, 493, 856, 789, 2114, 1095, 0]"
131,"[2082, 1663, 2470, 92, 912, 1392, 76, 934, 3525, 1050, 1659, 477, 578, 1275, 263, 612, 3069, 439, 3258, 1657, 460, 591, 1122, 746, 1386, 1511, 986, 3385, 1271, 344, 1476, 41, 1651, 1646, 1903, 683]","[62, 683, 355, 3678, 92, 2587, 3203, 612, 1560, 2840, 1445, 467, 1697, 1466, 1239, 1472, 2488, 511, 1142, 1449, 3016, 2937, 3059, 363, 982, 110, 3052, 387, 3582, 2198, 3082, 1588, 1779, 1086, 2050, 2085]","[267, 1503, 702, 3615, 3535, 2989, 2552, 1875, 129, 3610, 1122, 3304, 3706, 1153, 3503, 58, 2108, 1975, 199, 2805, 1209, 2863, 3176, 3363, 298, 610, 2736, 167, 1218, 214, 556, 2067, 584, 533, 3116, 202]","[1511, 1551, 48, 1002, 1179, 968, 2, 234, 511, 1070, 3205, 820, 3684, 982, 109, 545, 1142, 1295, 1438, 1198, 328, 1565, 1095, 1666, 1721, 13, 388, 88, 898, 262, 911, 185, 2156, 1339, 3552, 2809]","[3615, 731, 1598, 667, 1198, 361, 1638, 789, 2516, 3666, 2260, 2268, 3437, 712, 1131, 203, 2715, 3597, 1059, 348, 3346, 1968, 1832, 1591, 425, 298, 1124, 1567, 895, 2067, 1630, 1345, 1247, 1087, 3631, 1366]"
132,"[683, 13, 800, 2361, 1567, 1970, 1242, 251, 934, 1823, 1422, 1654, 2055, 2709, 3657, 477, 2428, 1502, 1179, 1926, 2905, 1201, 1078, 1238, 40, 1210, 1004, 41, 3274, 1468, 2411, 1354, 460, 1511, 3517, 3573]","[448, 1230, 387, 2710, 2175, 1449, 3203, 1472, 2747, 1220, 1936, 2888, 2628, 92, 1084, 123, 1878, 2263, 3037, 1558, 3096, 1993, 1961, 1086, 3198, 3024, 1809, 982, 2045, 2874, 3200, 467, 2587, 3128, 1510, 2007]","[1580, 204, 702, 3615, 2349, 2500, 2378, 3711, 3210, 2692, 2387, 3304, 2881, 1153, 1315, 58, 2108, 1403, 199, 784, 3471, 2863, 1194, 3363, 298, 2798, 776, 812, 1218, 1578, 1649, 2044, 3109, 533, 2571, 3336]","[1551, 1511, 1666, 1070, 48, 588, 2, 968, 898, 1853, 328, 883, 3507, 109, 1179, 2743, 1030, 763, 1467, 1130, 13, 3525, 1410, 1339, 1142, 545, 820, 1322, 1095, 3595, 412, 3190, 2287, 1183, 1693, 1553]","[1072, 281, 1598, 2054, 3666, 563, 807, 2715, 2263, 731, 2448, 2008, 712, 529, 55, 1926, 46, 3597, 1399, 683, 789, 2781, 2182, 3341, 2128, 1773, 1764, 1198, 273, 1332, 1095, 2183, 234, 229, 1774, 3570]"
133,"[2577, 800, 40, 1242, 2813, 1004, 2302, 2472, 1692, 1411, 1797, 597, 2104, 1933, 2923, 338, 1777, 1422, 1221, 3432, 344, 1596, 1942, 13, 2990, 2031, 789, 3543, 1762, 681, 1534, 3458, 2126, 664, 755, 1216]","[1230, 289, 92, 2957, 683, 1220, 3004, 1878, 1870, 1558, 3096, 2888, 2472, 3530, 2278, 1449, 2902, 1169, 2114, 239, 23, 3203, 123, 2213, 1490, 2528, 467, 1466, 1234, 387, 2075, 511, 3560, 868, 1250, 1691]","[3153, 1618, 702, 1639, 3236, 1394, 160, 1199, 2544, 3341, 1138, 166, 1638, 58, 729, 1621, 1499, 297, 3416, 3622, 2606, 1015, 2718, 2806, 298, 2462, 1235, 982, 2388, 2428, 2208, 3458, 103, 243, 3012, 187]","[898, 48, 1070, 1666, 2085, 328, 2055, 1511, 1853, 3507, 739, 582, 3714, 109, 712, 1286, 480, 1095, 274, 1291, 2463, 1703, 798, 588, 76, 1635, 1179, 2122, 361, 912, 891, 67, 13, 3017, 2380, 3739]","[789, 2898, 1122, 1095, 467, 1124, 954, 1598, 1756, 380, 132, 203, 1567, 751, 1257, 3570, 21, 912, 563, 1072, 46, 2444, 3622, 3357, 3574, 1167, 815, 328, 1691, 1198, 1398, 856, 529, 1990, 335, 2054]"
134,"[1004, 800, 1132, 3099, 2091, 1415, 683, 2644, 1725, 578, 2545, 1398, 368, 305, 1358, 2318, 41, 1242, 707, 597, 1221, 612, 1724, 3573, 809, 1179, 610, 290, 1230, 2786, 2090, 19, 2118, 40, 2440, 1797]","[92, 895, 123, 3304, 2114, 281, 1878, 76, 868, 157, 2091, 1089, 1250, 1760, 1558, 3203, 2186, 10, 338, 1779, 467, 1230, 1210, 3038, 1773, 746, 2902, 1375, 3682, 2706, 1238, 2045, 593, 657, 1936, 2587]","[2789, 212, 1426, 2316, 1314, 665, 3686, 944, 1772, 216, 940, 881, 710, 1621, 1844, 593, 2638, 37, 950, 1932, 3507, 657, 1784, 2644, 2754, 3670, 2407, 3071, 903, 2366, 862, 1965, 1507, 2250, 1591, 2746]","[48, 2085, 739, 1853, 582, 1070, 1511, 1666, 1030, 328, 1467, 388, 109, 1179, 1068, 480, 1567, 2058, 2381, 820, 525, 78, 1286, 1731, 2143, 361, 538, 155, 2359, 1920, 1322, 1095, 267, 108, 823, 420]","[1122, 1095, 891, 2444, 1198, 217, 941, 3357, 1072, 987, 328, 1598, 411, 1257, 380, 2155, 297, 529, 2182, 897, 21, 2898, 1660, 1691, 2054, 1167, 1632, 3557, 1552, 3597, 2555, 533, 2378, 1860, 3673, 3482]"
135,"[789, 2519, 2710, 107, 1924, 2081, 1743, 1242, 1494, 3212, 2129, 40, 3723, 1220, 2743, 2014, 2352, 452, 1808, 321, 2211, 673, 816, 1693, 92, 2448, 934, 1411, 1313, 1422, 850, 1980, 370, 1210, 1534, 1139]","[110, 618, 2085, 157, 92, 2694, 1697, 2822, 1445, 3684, 1050, 3203, 1375, 123, 1132, 2061, 3621, 1291, 10, 3638, 3494, 3059, 3636, 800, 3147, 1210, 896, 328, 1898, 2243, 696, 1870, 1666, 1038, 3024, 2761]","[1080, 1451, 1426, 1876, 699, 728, 3526, 1883, 2766, 1112, 127, 1474, 2, 1621, 125, 2397, 2638, 1736, 3232, 3024, 2400, 2880, 1541, 2644, 2754, 2887, 1715, 3475, 903, 2493, 706, 2175, 960, 572, 2092, 3293]","[1030, 1070, 48, 739, 1731, 1467, 582, 1685, 1920, 1386, 388, 1666, 412, 328, 1286, 2448, 1485, 304, 2112, 421, 76, 108, 67, 2886, 911, 1095, 796, 798, 971, 109, 3399, 3039, 3588, 2936, 757, 2315]","[2516, 1691, 328, 2835, 529, 167, 2694, 789, 2054, 891, 1198, 1095, 467, 3273, 414, 348, 1072, 3728, 987, 968, 3622, 1446, 21, 1632, 864, 3482, 1456, 1581, 771, 2146, 2239, 2180, 2444, 383, 1752, 2243]"
136,"[1269, 1825, 92, 40, 1779, 2368, 578, 2783, 2516, 305, 1008, 238, 820, 1539, 2587, 41, 707, 857, 450, 861, 3447, 1572, 1004, 1096, 1002, 1797, 2978, 673, 1275, 1590, 1596, 493, 3457, 3128, 1703, 2627]","[1230, 3179, 666, 1646, 2061, 2440, 1257, 867, 1639, 3725, 2362, 1870, 1878, 2000, 1715, 680, 1390, 1229, 2090, 2888, 1445, 2114, 2883, 809, 2085, 110, 1659, 912, 2186, 3037, 1510, 157, 1912, 986, 2759, 2559]","[1837, 2029, 2291, 460, 2185, 3516, 3003, 2640, 1708, 2282, 1433, 2760, 1130, 3553, 1751, 6, 466, 539, 1348, 562, 395, 2315, 2567, 2123, 689, 1853, 1763, 2916, 3498, 816, 792, 2006, 418, 2383, 167, 3413]","[1030, 1386, 1070, 1286, 1920, 739, 304, 588, 328, 109, 480, 212, 48, 820, 1271, 1179, 2426, 582, 1315, 412, 1031, 2625, 108, 88, 123, 712, 939, 1666, 1722, 878, 3681, 1095, 1795, 1291, 67, 3309]","[2898, 2205, 328, 2477, 789, 954, 1198, 1446, 1122, 325, 987, 2008, 348, 281, 1691, 2444, 3621, 2376, 3273, 3570, 1883, 2462, 864, 467, 3728, 1398, 897, 2057, 1990, 21, 2180, 3306, 963, 2366, 1059, 2896]"
137,"[612, 1269, 789, 2821, 1242, 1002, 820, 366, 198, 305, 2605, 92, 1275, 938, 1038, 1004, 52, 3447, 1539, 262, 2081, 2093, 2385, 1981, 3558, 1147, 357, 1058, 1636, 1174, 238, 849, 3234, 2437, 1009, 2856]","[1825, 2782, 1890, 856, 3082, 1008, 2415, 666, 3096, 2563, 572, 1697, 2085, 849, 1284, 1686, 593, 2045, 986, 2114, 657, 1210, 2401, 1086, 1048, 3016, 1250, 3619, 2528, 92, 2350, 2292, 461, 3052, 1433, 2883]","[974, 2858, 2291, 240, 1026, 526, 2549, 2941, 3088, 1546, 1617, 1624, 53, 3553, 765, 6, 466, 3571, 3245, 3599, 3109, 1516, 1056, 2123, 689, 1920, 1917, 3407, 3498, 3013, 1576, 2914, 1970, 1940, 107, 1977]","[1030, 480, 1271, 1286, 1070, 1386, 739, 588, 1031, 1775, 208, 1795, 109, 982, 2462, 2227, 1666, 328, 1315, 1449, 843, 3467, 1095, 2078, 274, 1483, 295, 155, 3666, 3636, 1363, 2505, 1124, 1824, 712, 108]","[348, 963, 3621, 1198, 281, 1691, 789, 414, 2205, 328, 3563, 2180, 3603, 119, 2067, 2702, 2016, 27, 680, 1819, 1263, 3091, 2504, 2999, 2054, 606, 2169, 3615, 2565, 1489, 3081, 196, 1446, 2174, 1752, 1438]"
138,"[612, 1004, 1269, 1608, 944, 1539, 2074, 789, 376, 92, 493, 3666, 1271, 2642, 1279, 1179, 1296, 849, 2235, 1009, 857, 3531, 1262, 41, 934, 1242, 1246, 2150, 1297, 1058, 1002, 1748, 2907, 1724, 1502, 2180]","[657, 1825, 982, 1449, 3569, 1220, 2114, 263, 76, 1996, 1059, 1642, 856, 2511, 1332, 1038, 2618, 1662, 338, 680, 289, 2408, 281, 2362, 820, 1613, 3530, 1782, 2440, 1644, 3179, 1250, 867, 718, 3096, 3426]","[3401, 717, 2291, 1807, 2068, 3644, 3105, 21, 2405, 1944, 3354, 3186, 896, 6, 3513, 965, 2809, 3083, 1050, 3298, 3404, 2657, 2325, 2115, 689, 3705, 2868, 1158, 2422, 2591, 2866, 2775, 1255, 2566, 3415, 456]","[1070, 2227, 1386, 1030, 480, 739, 155, 1795, 1286, 1271, 982, 1031, 1483, 588, 123, 1729, 843, 2058, 3681, 891, 1666, 328, 1194, 76, 126, 1147, 1041, 452, 993, 1853, 335, 1833, 2178, 98, 1207, 1768]","[963, 3621, 1691, 348, 281, 1198, 2054, 328, 987, 3482, 2702, 2444, 196, 3603, 1366, 3644, 1752, 2155, 709, 2999, 1860, 119, 2146, 2095, 3495, 2968, 2378, 2672, 426, 98, 2347, 1494, 2742, 2067, 2504, 2016]"
139,"[789, 3297, 1004, 1002, 1242, 76, 1126, 1269, 386, 328, 612, 1930, 147, 1271, 1048, 92, 1692, 2496, 1920, 1386, 2951, 198, 1567, 1884, 3728, 1072, 2968, 2359, 368, 2426, 809, 1539, 777, 2110, 3408, 3533]","[1844, 1636, 2899, 281, 1782, 3038, 755, 2563, 1449, 680, 1588, 867, 673, 1048, 1817, 2782, 1445, 856, 1867, 1691, 3096, 2559, 1427, 2389, 2185, 1665, 267, 3633, 1646, 2918, 92, 1549, 756, 3104, 3095, 3555]","[2841, 50, 2291, 42, 3278, 2575, 3162, 2418, 1555, 1864, 3221, 7, 1586, 965, 1281, 748, 2809, 439, 3435, 405, 1507, 3195, 2346, 2115, 689, 3084, 868, 3344, 1397, 238, 880, 527, 3004, 2708, 3475, 3060]","[480, 155, 1030, 1031, 1795, 1386, 492, 1271, 596, 843, 1483, 820, 1666, 262, 328, 403, 3442, 1363, 217, 1487, 2822, 267, 3103, 316, 728, 911, 1345, 167, 2333, 1818, 1598, 2605, 640, 763, 2068, 1581]","[987, 3603, 281, 348, 963, 328, 2054, 709, 55, 3621, 336, 2067, 414, 1691, 1507, 1398, 2344, 2702, 2366, 167, 1014, 1752, 2742, 2444, 3482, 2672, 1923, 2968, 2095, 2504, 731, 1534, 640, 1446, 3728, 2174]"
140,"[789, 1168, 1002, 1004, 815, 597, 849, 1411, 1376, 820, 196, 357, 3533, 712, 744, 76, 1245, 1220, 1539, 1126, 2156, 2074, 1256, 190, 1296, 3473, 2222, 1151, 1130, 1027, 1390, 968, 3573, 1971, 1774, 2469]","[1762, 1449, 465, 572, 3648, 289, 1691, 2185, 1996, 1201, 2789, 1438, 2275, 151, 1048, 2563, 2373, 3052, 849, 1715, 3702, 3555, 281, 1181, 986, 305, 3470, 2822, 2559, 1086, 3504, 789, 1427, 2761, 3670, 1008]","[1023, 3068, 2291, 137, 3103, 636, 1059, 1774, 665, 979, 1872, 2504, 3588, 748, 540, 2942, 1258, 426, 3501, 970, 2878, 1745, 2253, 1019, 689, 2870, 1977, 3064, 2532, 528, 1850, 942, 2078, 3603, 3734, 1304]","[1031, 1795, 480, 1030, 1386, 185, 796, 100, 262, 1271, 2462, 820, 1666, 2641, 328, 155, 1886, 2233, 3591, 1302, 1487, 217, 1809, 712, 1968, 640, 3449, 2530, 1410, 2946, 881, 733, 1721, 1824, 1470, 728]","[987, 2054, 39, 328, 3033, 348, 1014, 2291, 1398, 709, 281, 2968, 2468, 968, 1130, 2504, 1819, 733, 2366, 2067, 414, 2155, 3644, 2895, 857, 1691, 2444, 3176, 994, 3621, 1693, 2016, 946, 1407, 1438, 507]"
141,"[597, 41, 789, 1004, 2114, 1257, 1048, 709, 76, 147, 1002, 448, 1202, 366, 190, 2025, 1598, 968, 351, 1201, 2765, 992, 1127, 1756, 3008, 1844, 3739, 792, 694, 1077, 2862, 985, 3747, 3600, 1576, 3465]","[2563, 572, 939, 1715, 2761, 2899, 281, 3179, 160, 1662, 2559, 866, 2684, 3085, 867, 1666, 2275, 3052, 2519, 465, 54, 1048, 23, 1457, 3621, 1086, 2081, 3751, 868, 1870, 1198, 1867, 1445, 1954, 2337, 1691]","[1665, 2045, 2291, 3659, 380, 394, 144, 2718, 472, 2855, 1792, 299, 1422, 1880, 2026, 34, 596, 2240, 348, 2928, 690, 2850, 815, 3087, 209, 2705, 456, 1950, 1132, 823, 691, 1692, 1213, 347, 3269, 24]","[1031, 480, 796, 1795, 2233, 1030, 328, 155, 316, 291, 185, 1546, 1386, 1376, 972, 1470, 712, 175, 1666, 1548, 1567, 2128, 420, 2426, 167, 2693, 939, 881, 492, 2569, 493, 2329, 174, 3499, 55, 798]","[328, 348, 2205, 39, 2146, 2705, 2155, 2291, 3482, 2243, 1345, 968, 2054, 1087, 2067, 167, 1438, 1856, 1691, 2462, 1939, 196, 3621, 1456, 2702, 3597, 3574, 3306, 1819, 2082, 823, 179, 3489, 2412, 2444, 3337]"
142,"[1004, 597, 76, 1048, 41, 789, 1002, 712, 2519, 1358, 1539, 2146, 1221, 883, 1154, 366, 1768, 1739, 673, 1220, 820, 1943, 3731, 3601, 968, 1201, 1300, 3540, 856, 1375, 681, 1645, 230, 1565, 460, 2269]","[1715, 281, 1048, 2563, 366, 10, 911, 1433, 263, 1662, 572, 3052, 3095, 2782, 1691, 305, 1012, 1510, 289, 1427, 1898, 3648, 1050, 492, 380, 1870, 147, 867, 868, 2822, 2005, 1169, 92, 461, 465, 160]","[3508, 340, 287, 2826, 2893, 3188, 640, 582, 3346, 1594, 2065, 2004, 1119, 2942, 51, 854, 2278, 423, 1867, 1678, 1134, 2310, 1218, 3645, 1051, 2908, 181, 2461, 1944, 2470, 1261, 14, 1790, 3616, 3516, 2272]","[2233, 1030, 796, 1159, 1795, 316, 262, 881, 1271, 126, 344, 328, 98, 493, 217, 1256, 276, 3715, 175, 1487, 798, 3509, 185, 361, 603, 878, 1568, 946, 1567, 1666, 3670, 167, 3299, 0, 1996, 3384]","[2408, 2990, 820, 42, 1856, 719, 1438, 328, 124, 143, 1407, 2444, 1942, 2067, 968, 348, 1575, 533, 1456, 1752, 3337, 2426, 606, 281, 1446, 1038, 472, 848, 1673, 1494, 2329, 2378, 2243, 167, 3633, 2902]"
